MFCCs_1,MFCCs_2,MFCCs_3,MFCCs_4,MFCCs_5,MFCCs_6,MFCCs_7,MFCCs_8,MFCCs_9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Species
1.0,6.060206741175216,0.137175244771883,0.527703321331516,7.62387752469288,1.5000494851754387,-0.145241681835962,-0.0477317944383577,1.63088717066541,0.0358836072586688,-0.145214650843121,3.014155967200132,0.193425506020136,0.9383466039648563,-0.179787898196947,0.314324225815404,0.241585202782067,-0.109393822818521,-0.225168429153875,6.340624105535311,-5.28629139242828,0.208323121748341,AdenomeraHylaedactylus
-5.020095725640427,0.392649295045097,0.170042369191214,0.310318149870183,0.0957632660667857,0.123714279328133,0.176678301874192,-0.0138380850491704,-7.0967502380451695,-0.0662368722854044,0.0902345006242048,-1.018788469724175,-0.180475525196294,0.107914457346121,0.128043842019912,-0.167328179130522,-10.478827492166403,0.0760535867340334,-9.432263347598578,5.563734800794658,-0.0727281498273843,-0.0652699687527601,Ameeregatrivittata
1.0,16.36962976435932,0.446177982801362,0.243057266043395,9.502052258272007,0.153322819254498,0.0632342545994867,-0.0460848102362796,7.1406499981726625,-1.6490152738796642,11.924464189341546,0.0236437634587855,2.8579811077815953,-0.0298077271352864,-2.227566243190225,5.382229717511279,4.585223916047226,-0.0121655078481145,-3.9697492637890246,-0.023566521710675,-0.0162409806177193,-6.439576049588627,HypsiboasCordobae
8.373153920397726,0.502882706794048,0.663227282254276,0.425234821522912,10.504399330270067,0.0205265309101534,7.812140979665624,0.6617819391038207,11.839496911437674,-9.735069168873352,0.180205451885549,-9.3067993228513,-0.0246503726796195,0.259459339311158,0.0010604797316024,-0.12476179177067,0.123220496683146,0.138647585674083,-0.0615690744069053,-0.0273085427533437,-3.5243716908401597,0.0110479979746822,AdenomeraAndre
1.0,0.337965075249842,0.792721133323623,1.254693405928714,-0.33053282193578,0.156472357654595,0.399093146376713,-0.16077889340087,-0.130976405149204,0.231483238624863,10.025633522055825,13.455076877927455,0.0205995359763813,0.166932689882294,8.904623915674073,-0.0894629593681494,0.0608323310267504,-5.115581100863364,-0.0341754585422898,-0.0159914092010756,0.096246233865908,0.04672188437436,LeptodactylusFuscus
1.0,14.55625582158963,0.41952721556703,0.280978061247714,-4.2605111623763605,0.145903478398555,11.608762809132786,-6.2216359375059165,-8.71205898377795,0.0632326495331306,-0.0724701849442133,0.0700377088088076,7.939999027741302,-0.0787952463129937,-0.0641219578491895,0.0647208097670827,0.0321214153732675,0.010806742290064,-0.0226909965215787,-0.6940193828051049,-2.6879166666091905,-0.890341878361002,HypsiboasCordobae
1.0,-10.004743179019204,-0.0642360507648801,0.291361754770167,0.7900933699048576,1.1892023410551882,-0.16167403466148,6.469878494616799,8.71570020026774,3.079395165379408,2.622974635358905,6.5846098534928545,-0.0781351798105673,0.108010878052991,0.143832411010807,-7.607173117787076,-0.224124704687515,6.84473838964713,0.0848927187387741,-1.0818220439032427,-1.9894866068371089,-2.75658430139422,Ameeregatrivittata
1.0,0.0930071507176226,0.322535022416996,0.374644941538546,0.182087843003337,0.143833934965369,0.118516771875678,-0.104888900570335,-0.0611772656368566,-3.459259779548681,10.07822527899735,-0.0028718874396203,0.0841784697030681,-0.0263654984644392,-0.0971620408956468,0.0130963964785597,-6.99011727654896,-4.842274678350037,-12.777342096268512,0.0089427094512781,-0.0565548525506333,-0.029395520757672,HypsiboasCordobae
1.0,9.140547383458307,0.601815986944044,0.636018801310381,-0.0096258552609594,0.0530172915951049,-0.0563769667154124,-10.196230849707923,0.306838752762062,3.775886817285454,-0.253955508845227,-0.0026683643264508,1.4158252986040538,-0.0110551910324961,-0.105715756395665,-5.818357802217569,0.120018102825484,-10.721776657210762,-0.0449141916029903,-0.103012349185327,0.0681059271311598,0.122554678945003,AdenomeraHylaedactylus
1.0,12.101302877255893,10.75718996506893,0.250516353455692,0.0527718841721273,-4.654801891883132,0.014008205959592,-3.026266487363567,-1.6533134651077823,11.3959408786425,-10.65251266603687,-8.006319689638715,-2.0781203706274063,-0.0409790959204038,-5.048917590977751,-2.0148368216882613,-0.0291444788953455,-0.0101253819624809,0.0154633698454697,5.428762969124904,-0.0119083756794443,6.089173164330112,HypsiboasCordobae
