MFCCs_1,MFCCs_2,MFCCs_3,MFCCs_4,MFCCs_5,MFCCs_6,MFCCs_7,MFCCs_8,MFCCs_9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Species
1.0,0.114143206905873,0.137175244771883,0.527703321331516,0.266413751451326,0.062073591813832,-0.145241681835962,-0.0477317944383577,0.202190613179887,0.0358836072586688,-0.145214650843121,0.207428743905909,0.193425506020136,-0.302681095473146,-0.179787898196947,0.314324225815404,0.241585202782067,-0.109393822818521,-0.225168429153875,-0.0780599513728051,0.177229456589435,0.208323121748341,AdenomeraHylaedactylus
1.0,0.392649295045097,0.170042369191214,0.310318149870183,0.0957632660667857,0.123714279328133,0.176678301874192,-0.0138380850491704,-0.208060151927495,-0.0662368722854044,0.0902345006242048,-0.0612721037558548,-0.180475525196294,0.107914457346121,0.128043842019912,-0.167328179130522,-0.124373163549025,0.0760535867340334,0.0293834644978946,-0.0713495314185441,-0.0727281498273843,-0.0652699687527601,Ameeregatrivittata
1.0,0.578248973457705,0.446177982801362,0.243057266043395,0.0423141998473621,0.153322819254498,0.0632342545994867,-0.0460848102362796,0.0843857200072642,0.0777453637902681,-0.087259646072274,0.0236437634587855,0.0816743994067545,-0.0298077271352864,0.0047028620772689,0.0434451164911938,-0.0236608153203965,-0.0121655078481145,0.037995475187766,-0.023566521710675,-0.0162409806177193,0.0849006468111331,HypsiboasCordobae
1.0,0.502882706794048,0.663227282254276,0.425234821522912,-0.228544625200688,0.0205265309101534,0.415245974065548,-0.0071840495000332,-0.253134557308809,0.200878747211825,0.180205451885549,-0.246213586887844,-0.0246503726796195,0.259459339311158,0.0010604797316024,-0.12476179177067,0.123220496683146,0.138647585674083,-0.0615690744069053,-0.0273085427533437,0.0570043087963423,0.0110479979746822,AdenomeraAndre
1.0,0.337965075249842,0.792721133323623,0.424621914105888,-0.33053282193578,0.156472357654595,0.399093146376713,-0.16077889340087,-0.130976405149204,0.231483238624863,0.0791589823349779,-0.147984832230742,0.0205995359763813,0.166932689882294,0.022917489199625,-0.0894629593681494,0.0608323310267504,0.127074882785385,-0.0341754585422898,-0.0159914092010756,0.096246233865908,0.04672188437436,LeptodactylusFuscus
1.0,0.398819173881712,0.41952721556703,0.280978061247714,0.130157235330047,0.145903478398555,-0.0382796346447207,-0.0408656635922808,0.129486739279268,0.0632326495331306,-0.0724701849442133,0.0700377088088076,0.109943855995769,-0.0787952463129937,-0.0641219578491895,0.0647208097670827,0.0321214153732675,0.010806742290064,-0.0226909965215787,-0.0587628689580075,0.025107576878586,0.0841541018252416,HypsiboasCordobae
1.0,0.242792192342844,-0.0642360507648801,0.291361754770167,0.396756049014921,0.236761207741327,-0.16167403466148,-0.149315507997242,0.137301369345263,0.239218012415824,-0.0031964519789984,-0.16158557298984,-0.0781351798105673,0.108010878052991,0.143832411010807,-0.0753152311579293,-0.224124704687515,-0.0793522940758781,0.0848927187387741,0.0766645955674976,0.0125454468770263,-0.0614326848842449,Ameeregatrivittata
1.0,0.0930071507176226,0.322535022416996,0.374644941538546,0.182087843003337,0.143833934965369,0.118516771875678,-0.104888900570335,-0.0611772656368566,0.0916813827098651,0.0752356289475986,-0.0028718874396203,0.0841784697030681,-0.0263654984644392,-0.0971620408956468,0.0130963964785597,0.0890693865930941,0.0223825809015674,0.012010781321305,0.0089427094512781,-0.0565548525506333,-0.029395520757672,HypsiboasCordobae
1.0,0.272169282673173,0.601815986944044,0.636018801310381,-0.0096258552609594,0.0530172915951049,-0.0563769667154124,0.0780589033085285,0.306838752762062,-0.012154137179993,-0.253955508845227,-0.0026683643264508,0.204068680096012,-0.0110551910324961,-0.105715756395665,0.0006692062518088,0.120018102825484,0.0803580129253396,-0.0449141916029903,-0.103012349185327,0.0681059271311598,0.122554678945003,AdenomeraHylaedactylus
1.0,0.555098180035483,0.407358858148362,0.250516353455692,0.0527718841721273,0.15788455356369,0.014008205959592,-0.0346345852421582,0.134390988994489,0.0804280083790919,-0.0841312837841223,0.0614219877546183,0.0967547786584547,-0.0409790959204038,-0.0200470945981245,0.0517222589135734,-0.0291444788953455,-0.0101253819624809,0.0154633698454697,-0.0570510742513618,-0.0119083756794443,0.0784263505886417,HypsiboasCordobae
1.0,0.138333779186183,0.252085890759927,0.593471049408015,0.206879248892648,0.0401090869104345,-0.0757046073865831,0.0033792119093978,0.121593547140309,-0.007227828033496,-0.138841276351662,0.200103779204823,0.149584896360524,-0.284673235435025,-0.142471886608856,0.241369086046403,0.116414782008775,-0.126064020921605,-0.11567200895354,-0.0744838276221729,0.133327188222017,0.210512907886737,AdenomeraHylaedactylus
1.0,0.517859077982129,0.446592785589484,0.685404328738548,0.0977371498316427,-0.0659383860164014,-0.0720098976185004,0.122351970311915,0.332698824965415,-0.0435124931325774,-0.40114602464333,0.143797068237174,0.400608866896352,-0.235022436376683,-0.262410983982852,0.226483435928662,0.214949037097676,-0.126216272068731,-0.08468757366434,-0.0141252134557734,0.147745987765691,0.14164498914893,AdenomeraHylaedactylus
1.0,0.718143138222305,0.739748805610759,0.374902643044605,-0.0092910553575279,0.184250562744476,0.0001374344728248,0.0965889357484902,0.221151467325738,-0.180503314032505,-0.0338064423585412,0.328942411122332,-0.131350659196714,-0.206181025810559,0.190302647551104,0.0674190471117261,-0.154040707750595,0.10975511133329,0.098898712411287,0.0329642570354033,0.0417790408447529,-0.0489924038197894,HypsiboasCinerascens
1.0,0.592947276606787,0.448306425021398,0.324417890246483,0.0663927385292981,0.229214383351898,0.0101246321468454,0.043365180507743,0.215503121664742,-0.0190570241742965,-0.0405178029319212,0.281027049925083,0.0008248172389483,-0.197414448122348,0.171109463883716,0.193745973996899,-0.119599827790042,0.0044775287156652,0.0643083345512334,0.0045636574284433,0.0540653740136444,-0.0571936238907694,HypsiboasCinerascens
1.0,0.40993298289067,0.504553753821146,0.226495422260425,0.143953340671542,0.118601570369772,0.01529618238069,-0.0257657934253312,0.0735182350022364,0.0548905704181442,-0.0185553124416971,0.0453615906823414,0.0281589295367856,-0.0458111592096509,0.0126354445711331,0.0842627183813516,-0.0165269395505397,-0.0344824793477256,0.0076137081929909,-0.0053654391319107,0.0293233384625914,0.0043596780942512,HypsiboasCordobae
1.0,0.338251097294624,0.167972362864662,0.617410135820656,0.23762852808331,0.0065895552796249,-0.0945899262322445,0.12192831471012,0.20848828159633,0.0171636545015954,-0.152600558300388,0.122269349514124,0.154001196682436,-0.153352262280777,-0.126136002061047,0.146888523802161,0.0997901607235483,-0.05007958130847,-0.0699762211138215,-0.120264911782639,0.0451091293759153,0.160138585283576,AdenomeraHylaedactylus
1.0,0.204785368703176,0.196567293543455,0.575265995315353,0.214957510816785,0.0337779694504989,-0.140343014052359,0.0317026619351554,0.223827505169917,0.0055212955345944,-0.153226694491431,0.216832342719942,0.232689254260102,-0.253621915519728,-0.153424359219663,0.254537642204737,0.198829756408528,-0.0668148366457594,-0.142364153406683,-0.0617069977987155,0.156698704585994,0.126962860388539,AdenomeraHylaedactylus
1.0,0.182413868070956,0.20481064111393,0.530907502172496,0.201727291686952,0.0833386174017354,-0.121856332102368,0.0046862739753639,0.196794900067559,0.0509230593942396,-0.108071703441345,0.22767120028413,0.184660118702524,-0.279403843755593,-0.159501965844809,0.268678464778295,0.193691896249036,-0.122008232761887,-0.197203335013727,-0.0813404386813868,0.188470190755907,0.231779148629039,AdenomeraHylaedactylus
1.0,0.274470066347348,0.225192050567394,0.597087990984219,0.281092702127995,0.142532069690405,-0.0609450493982408,-0.108048378836219,0.0353249894790831,-0.0225743180169061,-0.165088116029136,0.183236462471184,0.106648658444748,-0.332569980938667,-0.132366459971724,0.327902475051739,0.176471955831175,-0.128866205008818,-0.0862995245677014,0.0082616998542641,0.195677804148405,0.171346097326999,AdenomeraHylaedactylus
1.0,0.104867922136338,0.175175727748706,0.514891525065306,0.0815540392764715,-0.0555462394745736,-0.058472002794185,0.110046886289324,0.276336766353645,0.0686014640034584,-0.247929012077989,0.0769583188704015,0.249516908783114,-0.130738370517874,-0.194504449182656,0.0885068116792596,0.0789306650172646,-0.0057560364598592,-0.0289670263422693,-0.0884692125025899,0.0473848021523275,0.10685162751092,AdenomeraHylaedactylus
1.0,0.128788000902808,0.0435331120065267,0.488277383979285,0.244375566971138,0.0947105987911885,-0.0381525460040552,0.0287185092572458,0.214710469366262,0.0904324355841664,-0.194912637130513,-0.0068116794074009,0.253971099609842,-0.0099907845685975,-0.236226729436392,0.0139134063510054,0.203258375724683,0.0891503222952928,-0.0613493044640706,-0.136801304020449,-0.0200982049867595,0.179550557933932,AdenomeraHylaedactylus
