age,workclass,fnlwgt,education,education-num,maritial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42.0,Self-emp-not-inc,99185.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
55.0,Private,163083.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
49.0,Private,340755.0,Masters,-136.8906387424936,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
31.0,Private,208881.0,Some-college,-45.70778766657148,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,<=50K
19.0,Private,271446.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,25.0,United-States,<=50K
44.0,Private,167005.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,>50K
33.0,Private,36539.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,>50K
48.0,Private,240629.0,HS-grad,-53.28720291190331,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,65.0,United-States,<=50K
60.0,Private,24872.0,Some-college,10.0,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,736403.1195956648,0.0,-464.53887865073267,United-States,<=50K
38.0,Private,173968.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,<=50K
53.0,Private,49715.0,HS-grad,9.0,Divorced,Transport-moving,Unmarried,White,Male,0.0,14343.715232498615,40.0,United-States,<=50K
51.0,Private,3662065.0915033207,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,22745.878010039345,50.0,France,>50K
21.0,Private,192572.0,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,45.0,United-States,<=50K
38.0,Private,179488.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,1741.0,40.0,United-States,<=50K
47.0,Private,418961.0,Assoc-voc,11.0,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,25.0,United-States,<=50K
35.0,Self-emp-not-inc,278557.0,HS-grad,-71.07054127332378,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,336.72240833647265,United-States,<=50K
524.4614651878144,Private,328239.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,-89.24337891143898,United-States,<=50K
55.0,Local-gov,48055.0,12th,8.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,<=50K
57.0,Private,169071.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,-21325.799601594666,28.0,United-States,<=50K
26.0,Private,222637.0,10th,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,55.0,Puerto-Rico,<=50K
-449.84904886404235,Private,213421.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
63.0,Private,106910.0,5th-6th,3.0,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,-280789.9857441047,0.0,19.0,Philippines,<=50K
705.7750277497629,Private,122775.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,322407.81345246953,0.0,35.0,United-States,<=50K
25.0,Private,197871.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,<=50K
-605.1028155575425,Private,-1184366.9847333478,7th-8th,128.0196971220209,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,<=50K
31.0,Private,181091.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,-781.5362079583274,United-States,>50K
43.0,Self-emp-not-inc,316820.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,84.0,United-States,<=50K
25.0,Self-emp-not-inc,159909.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,-302656.12641707365,0.0,40.0,United-States,<=50K
49.0,Private,218357.0,Assoc-voc,37.73790196749851,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,38.0,United-States,<=50K
39.0,Private,176634.0,Assoc-acdm,12.0,Never-married,Tech-support,Not-in-family,White,Female,389227.5916652549,0.0,40.0,United-States,<=50K
21.0,Self-emp-not-inc,25631.0,Some-college,-110.7538469958316,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,<=50K
